date,killed,injured,victims,state,city,address,incident,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2016-01-08,0,4,4,District of Columbia,Washington,1700 East Capitol Street Northeast,http://www.gunviolencearchive.org/incident/481849,"38.8904, -76.9799",Congressional District: 1,NA,NA,NA,NA
2016-01-08,1,4,5,Illinois,Chicago,1500 block of South Kedzie,http://www.gunviolencearchive.org/incident/481900,"41.8609, -87.7055",Congressional District: 7,NA,NA,NA,NA
2016-01-07,1,3,4,Tennessee,Memphis,3800 block of Kerwood Avenue,http://www.gunviolencearchive.org/incident/481429,"35.2336, -89.9363",Congressional District: 9,NA,NA,NA,NA
2016-01-06,3,1,4,Florida,Lakeland,2312 East Magnolia Street,http://www.gunviolencearchive.org/incident/479613,"28.0503, -81.9133",Congressional District: 15,NA,NA,NA,NA
2017-12-31,2,6,8,Colorado,Littleton (Highlands Ranch),3404 E County Line Rd,http://www.gunviolencearchive.org/incident/1017372,"39.566, -104.945",Congressional District: 6,Assault weapon,AR-15,NA,NA
2017-12-31,0,4,4,Illinois,Chicago,2335 Howard St,http://www.gunviolencearchive.org/incident/1017422,"42.0194, -87.6892",Congressional District: 9,NA,NA,NA,NA
2017-12-31,4,0,4,New Jersey,Long Branch,635 Wall St,http://www.gunviolencearchive.org/incident/1018118,"40.2927, -74.0028",Congressional District: 6,Assault weapon,AR-15,NA,NA
2017-12-27,2,2,4,Nevada,Las Vegas,3750 E Bonanza Rd,http://www.gunviolencearchive.org/incident/1015666,"36.1754, -115.094",Congressional District: 1,NA,NA,NA,NA
2017-12-26,0,5,5,Florida,Miami,NW 18th Ave and 86th Ter,http://www.gunviolencearchive.org/incident/1015336,"25.8533, -80.2277",Congressional District: 24,NA,NA,NA,NA
2017-12-24,0,5,5,Mississippi,Vicksburg,1111 Mulberry Street,http://www.gunviolencearchive.org/incident/1013983,"32.3517, -90.8828",Congressional District: 2,NA,NA,NA,NA
2017-12-24,1,4,5,Alabama,Troy,100 block of Chapman St,http://www.gunviolencearchive.org/incident/1014052,"31.809, -85.96",Congressional District: 2,NA,NA,handgun,NA
2017-12-23,1,3,4,Louisiana,Eunice,100 block of City Avenue,http://www.gunviolencearchive.org/incident/1014971,"30.4941, -92.4153",Congressional District: 4,NA,NA,NA,NA
2017-12-23,0,4,4,Alabama,Birmingham,3rd Ave N and 9th St N,http://www.gunviolencearchive.org/incident/1013377,"33.5091, -86.822",Congressional District: 7,NA,NA,NA,NA
2017-12-21,0,4,4,Louisiana,Lafayette,1500 block of N University Avenue,http://www.gunviolencearchive.org/incident/1012704,"30.2493, -92.0348",Congressional District: 3,NA,NA,NA,NA
2017-12-21,1,3,4,Pennsylvania,Philadelphia,6600 block of Dorel St,http://www.gunviolencearchive.org/incident/1011953,"39.9181, -75.228",NA,NA,NA,NA,NA
2017-12-16,0,4,4,Mississippi,Mc Cool (Mccool),Ferguson Rd,http://www.gunviolencearchive.org/incident/1009629,"33.1716, -89.4366",Congressional District: 2,NA,NA,NA,NA
2017-12-15,0,5,5,California,Pacoima,13041 Jouett Street,http://www.gunviolencearchive.org/incident/1008310,"34.2659, -118.417",Congressional District: 29,Assault weapon,AR-15,NA,NA
2017-12-13,1,3,4,Ohio,Columbus,200 block of E Barthman Ave,http://www.gunviolencearchive.org/incident/1007054,"39.9241, -82.99",Congressional District: 3,NA,NA,NA,NA
2017-12-12,0,4,4,Kentucky,Louisville,17th and Gallagher Streets,http://www.gunviolencearchive.org/incident/1006150,"38.2389, -85.7836",Congressional District: 3,NA,NA,NA,NA
2017-12-12,0,4,4,Texas,Garland,1301 Rivercrest Ln,http://www.gunviolencearchive.org/incident/1006446,"32.9244, -96.606",Congressional District: 32,NA,NA,NA,NA
2017-12-09,0,4,4,Massachusetts,Boston,Proctor St,http://www.gunviolencearchive.org/incident/1004454,"42.327, -71.0691",Congressional District: 7,NA,NA,NA,NA
2017-12-06,0,4,4,Illinois,Chicago,4620 N Broadway,http://www.gunviolencearchive.org/incident/1002514,"41.9663, -87.6581",Congressional District: 9,NA,NA,NA,NA
2017-12-04,2,2,4,Pennsylvania,Pittsburgh,7200 block of Everton St,http://www.gunviolencearchive.org/incident/1001566,"40.4632, -79.8935",Congressional District: 14,NA,NA,NA,NA
2017-12-03,1,3,4,Tennessee,Memphis,656 Marshall Ave,http://www.gunviolencearchive.org/incident/1000479,"35.1402, -90.039",Congressional District: 9,NA,NA,NA,NA
2017-12-02,0,4,4,Michigan,Detroit,5200 Woodward Avenue,http://www.gunviolencearchive.org/incident/999969,"42.3586, -83.0654",Congressional District: 13,NA,NA,NA,NA
2017-11-30,1,4,5,Michigan,Detroit,11000 block of Gunston,http://www.gunviolencearchive.org/incident/998843,"42.4081, -82.9936",Congressional District: 14,NA,NA,NA,NA
2017-11-24,1,5,6,Ohio,Cleveland,11618 Buckeye Rd,http://www.gunviolencearchive.org/incident/995015,"41.4807, -81.6025",Congressional District: 11,NA,NA,NA,NA
2017-11-24,1,6,7,Mississippi,Brookhaven,119 Martin Street,http://www.gunviolencearchive.org/incident/994323,"31.5732, -90.4432",Congressional District: 3,NA,NA,NA,NA
2017-11-18,0,4,4,Minnesota,Minneapolis,3600 block of Emerson Avenue North,http://www.gunviolencearchive.org/incident/991017,"45.0205, -93.294",NA,NA,NA,NA,NA
2017-11-17,0,4,4,Louisiana,New Iberia,900 Block of Mississippi St,http://www.gunviolencearchive.org/incident/990974,"30.0113, -91.8413",Congressional District: 3,NA,NA,NA,NA
2017-11-16,0,7,7,Georgia,Columbus,1400 block of 15th Street,http://www.gunviolencearchive.org/incident/989838,"32.4742, -84.9713",Congressional District: 2,NA,NA,NA,NA
2017-11-14,6,12,18,California,Corning,17357 Stagecoach Rd,http://www.gunviolencearchive.org/incident/987611,"40.0187, -122.393",Congressional District: 1,Assault weapon,AR-15,NA,NA
2017-11-14,2,2,4,California,Richmond,900 Block of View Dr,http://www.gunviolencearchive.org/incident/988824,"37.9779, -122.314",Congressional District: 11,NA,NA,NA,NA
2017-11-12,0,7,7,Indiana,Gary,4601 Melton Rd,http://www.gunviolencearchive.org/incident/986236,"41.595, -87.2835",Congressional District: 1,NA,NA,NA,NA
2017-11-12,0,5,5,California,Fresno,S Calvin Ave,http://www.gunviolencearchive.org/incident/987134,"36.6823, -119.735",Congressional District: 21,NA,NA,NA,NA
2017-11-12,2,2,4,Georgia,Atlanta,50 Lower Alabama St,http://www.gunviolencearchive.org/incident/986816,"33.7537, -84.3905",Congressional District: 5,NA,NA,NA,NA
2017-11-11,1,3,4,Texas,Dallas,2532 Martin Luther King Jr Blvd,http://www.gunviolencearchive.org/incident/985582,"32.7663, -96.7715",Congressional District: 30,NA,NA,NA,NA
2017-11-11,1,5,6,Louisiana,New Orleans,Forstall Street and Burgundy Street,http://www.gunviolencearchive.org/incident/986092,"29.9603, -90.0221",NA,NA,NA,NA,NA
2017-11-11,1,5,6,North Carolina,Fayetteville,2835 Bragg Blvd,http://www.gunviolencearchive.org/incident/985832,"35.0736, -78.9269",Congressional District: 8,NA,NA,NA,NA
2017-11-10,0,4,4,Ohio,Dayton (Trotwood),193 Olive Rd,http://www.gunviolencearchive.org/incident/984822,"39.749, -84.2923",Congressional District: 10,NA,NA,NA,NA
2017-11-09,0,4,4,Pennsylvania,Philadelphia,1800 block of Ringgold,http://www.gunviolencearchive.org/incident/984455,"39.9824, -75.1743",Congressional District: 2,NA,NA,NA,NA
2017-11-05,27,20,47,Texas,Sutherland Springs,216 4th St,http://www.gunviolencearchive.org/incident/980577,"29.2733, -98.0564",Congressional District: 28,Assault weapon,AR-15,NA,9mm
2017-11-04,0,4,4,Texas,Austin,N Lamar Blvd and Masterson Pass,http://www.gunviolencearchive.org/incident/980269,"30.3712, -97.6924",Congressional District: 35,Assault weapon,AR-15,NA,NA
2017-11-04,0,4,4,Ohio,Youngstown,2810 Market St,http://www.gunviolencearchive.org/incident/980192,"41.071, -80.6579",Congressional District: 13,NA,NA,NA,NA
2017-11-04,1,3,4,California,Santa Monica,1515 Ocean Avenue,http://www.gunviolencearchive.org/incident/980060,"34.0125, -118.496",Congressional District: 33,NA,NA,NA,NA
2017-11-03,0,4,4,Minnesota,Minneapolis,10th Ave S and E 24th St,http://www.gunviolencearchive.org/incident/979651,"44.9591, -93.26",NA,NA,NA,NA,NA
2017-11-03,0,4,4,California,Gardena,E 163rd St and S Main St,http://www.gunviolencearchive.org/incident/980258,"33.8839, -118.276",Congressional District: 44,NA,NA,NA,NA
2017-11-03,0,4,4,New York,Buffalo,147 Roosevelt Ave,http://www.gunviolencearchive.org/incident/980004,"42.9336, -78.808",Congressional District: 26,NA,NA,NA,NA
2017-11-03,1,4,5,Louisiana,Lacombe,27600 block of Mirmar Street,http://www.gunviolencearchive.org/incident/980401,"30.3093, -89.9429",Congressional District: 1,NA,NA,NA,NA
2017-10-29,1,3,4,Texas,Austin,5500 block of Ave F,http://www.gunviolencearchive.org/incident/975600,"30.3201, -97.7199",Congressional District: 10,NA,NA,NA,NA
2017-10-28,0,4,4,Ohio,Toledo,1327 N Huron St,http://www.gunviolencearchive.org/incident/975817,"41.6613, -83.5227",Congressional District: 9,NA,NA,NA,NA
2017-10-28,1,3,4,Virginia,Petersburg,N Sycamore St and Franklin,http://www.gunviolencearchive.org/incident/974704,"37.2285, -77.4036",Congressional District: 4,NA,NA,NA,NA
2017-10-27,0,6,6,Kentucky,Louisville,1716 Prentice St,http://www.gunviolencearchive.org/incident/974051,"38.2409, -85.7836",Congressional District: 3,NA,NA,NA,NA
2017-10-27,0,4,4,California,San Francisco,1100 block of Fillmore,http://www.gunviolencearchive.org/incident/974411,"37.7799, -122.432",Congressional District: 12,NA,NA,NA,NA
2017-10-23,2,2,4,California,Clearlake Oaks,13000 block of Anchor Village,http://www.gunviolencearchive.org/incident/966895,NA,NA,NA,NA,Handgun,NA
2017-10-22,0,4,4,Connecticut,Hartford,Wethersfield Avenue and Elliott Street,http://www.gunviolencearchive.org/incident/966153,"41.7464, -72.6733",Congressional District: 1,NA,NA,NA,NA
2017-10-22,2,7,9,Alabama,Lanett,1606 19th St Sw,http://www.gunviolencearchive.org/incident/966178,"32.8489, -85.2056",Congressional District: 3,NA,NA,NA,NA
2017-10-21,0,4,4,Florida,Jacksonville,164 E Eubanks St,http://www.gunviolencearchive.org/incident/965077,"30.4847, -81.6222",Congressional District: 4,NA,NA,NA,NA
2017-10-21,0,4,4,Tennessee,Nashville,1277 12th Ave S,http://www.gunviolencearchive.org/incident/965756,"36.1408, -86.7875",Congressional District: 5,NA,NA,NA,NA
2017-10-21,0,4,4,Pennsylvania,Chester,1200 block of W Carlas Ln,http://www.gunviolencearchive.org/incident/965251,"39.8471, -75.3826",NA,Assault weapon,AR-15,Handgun,NA
2017-10-21,0,4,4,Florida,Tampa,400 Block of E Nordica St,http://www.gunviolencearchive.org/incident/965066,"27.9782, -82.4566",NA,NA,NA,NA,NA
2017-10-18,3,3,6,Maryland,Edgewood,2111 Emmorton Park Rd,http://www.gunviolencearchive.org/incident/962359,"39.452, -76.31",NA,NA,NA,handgun,NA
2017-10-17,0,4,4,New York,Brooklyn,181 Martense St,http://www.gunviolencearchive.org/incident/962155,"40.6516, -73.9527",Congressional District: 9,NA,NA,NA,NA
2017-10-16,1,3,4,Mississippi,Meridian,5th Street,http://www.gunviolencearchive.org/incident/962623,"32.3606, -88.7168",Congressional District: 3,NA,NA,NA,NA
2017-10-15,2,2,4,Texas,Houston,6233 Gulfton St,http://www.gunviolencearchive.org/incident/960036,"29.7162, -95.4917",Congressional District: 7,NA,NA,NA,NA
2017-10-15,1,3,4,Arizona,Phoenix,107th Ave and Camelback Rd,http://www.gunviolencearchive.org/incident/959126,"33.5082, -112.29",Congressional District: 3,NA,NA,NA,NA
2017-10-12,2,2,4,California,Aliso Viejo,6 Asbury Ct,http://www.gunviolencearchive.org/incident/957980,"33.5677, -117.736",Congressional District: 48,NA,NA,NA,NA
2017-10-11,4,0,4,Ohio,Pedro,15497 SR 93,http://www.gunviolencearchive.org/incident/957562,"38.7083, -82.6423",Congressional District: 6,NA,NA,NA,NA
2017-10-10,0,4,4,California,San Francisco,25th St and Treat Ave,http://www.gunviolencearchive.org/incident/956942,"37.751, -122.413",Congressional District: 12,NA,NA,NA,NA
2017-10-09,0,5,5,Texas,Houston,3352 Old Spanish Trail,http://www.gunviolencearchive.org/incident/955268,NA,NA,NA,NA,NA,NA
2017-10-07,0,4,4,Arizona,Phoenix,87th Ave and Thomas Rd,http://www.gunviolencearchive.org/incident/954428,"33.4798, -112.246",Congressional District: 3,NA,NA,NA,NA
2017-10-06,0,5,5,Illinois,Chicago,8000 block of S Marshfield,http://www.gunviolencearchive.org/incident/953156,"41.7484, -87.6649",Congressional District: 1,NA,NA,NA,NA
2017-10-05,4,0,4,Arizona,Casa Grande,400 block of W 13th Street,http://www.gunviolencearchive.org/incident/952720,"32.8854, -111.757",Congressional District: 1,NA,NA,NA,NA
2017-10-03,0,4,4,Florida,Miami,2051 NW 65th St,http://www.gunviolencearchive.org/incident/952220,"25.834, -80.2305",Congressional District: 24,NA,NA,NA,NA
2017-10-01,3,2,5,Kansas,Lawrence,1000 block of Massachusetts St,http://www.gunviolencearchive.org/incident/945990,"38.9655, -95.2357",Congressional District: 2,NA,NA,NA,NA
2017-09-30,1,3,4,Tennessee,Memphis,800 block of Kerr Avenue,http://www.gunviolencearchive.org/incident/946138,"35.1072, -90.0359",Congressional District: 9,NA,NA,NA,NA
2017-09-28,1,3,4,Louisiana,New Orleans,2001 N Rocheblave St,http://www.gunviolencearchive.org/incident/944448,"29.9814, -90.0643",Congressional District: 2,NA,NA,NA,NA
2017-09-26,0,4,4,Tennessee,Memphis,2531 Chelsea Ave,http://www.gunviolencearchive.org/incident/942522,"35.1742, -89.9727",Congressional District: 9,NA,NA,Handgun,NA
2017-09-26,2,2,4,Maryland,Baltimore,3200 block of Lyndale Ave,http://www.gunviolencearchive.org/incident/942830,"39.3166, -76.5784",Congressional District: 7,NA,NA,NA,NA
2017-09-26,1,3,4,Pennsylvania,Philadelphia,100 block of Pastorius St,http://www.gunviolencearchive.org/incident/942628,"40.0433, -75.1775",Congressional District: 2,NA,NA,NA,NA
2017-09-24,0,4,4,Maryland,Baltimore,500 block of E. Patapsco Avenue,http://www.gunviolencearchive.org/incident/941144,"39.2367, -76.6037",Congressional District: 2,NA,NA,NA,NA
2017-09-24,1,3,4,New Jersey,Mays Landing,6000 block of Hoover Dr,http://www.gunviolencearchive.org/incident/941257,NA,NA,NA,NA,NA,NA
2017-09-24,1,8,9,Tennessee,Antioch,3890 Pin Hook Rd,http://www.gunviolencearchive.org/incident/940554,"36.0465, -86.583",Congressional District: 5,NA,NA,NA,NA
2017-09-24,0,4,4,New York,Syracuse,1226 E Fayette St,http://www.gunviolencearchive.org/incident/940644,"43.0483, -76.1317",Congressional District: 24,NA,NA,Handgun,NA
2017-09-23,1,4,5,California,Bakersfield,818 Real Rd,http://www.gunviolencearchive.org/incident/939834,"35.3658, -119.042",Congressional District: 23,NA,NA,NA,NA
2017-09-23,0,5,5,Illinois,Danville,Seminary St and Jackson St,http://www.gunviolencearchive.org/incident/940068,"40.1303, -87.6273",Congressional District: 15,NA,NA,NA,NA
2017-09-23,2,2,4,Connecticut,Hartford,1164 Albany Ave,http://www.gunviolencearchive.org/incident/940142,"41.782, -72.6954",Congressional District: 1,NA,NA,NA,NA
2017-09-20,0,5,5,Indiana,Gary,4300 block of 23rd Ct,http://www.gunviolencearchive.org/incident/939482,"41.5755, -87.3906",Congressional District: 1,NA,NA,NA,NA
2017-09-17,1,3,4,Michigan,Detroit,5000 block of Stanton Street,http://www.gunviolencearchive.org/incident/936028,"42.3498, -83.0905",Congressional District: 13,NA,NA,NA,NA
2017-09-17,1,4,5,Virginia,Petersburg,300 Mistletoe St,http://www.gunviolencearchive.org/incident/935928,"37.2166, -77.4053",Congressional District: 4,NA,NA,NA,NA
2017-09-16,0,8,8,South Carolina,Columbia,920 Lady Street,http://www.gunviolencearchive.org/incident/934036,"34.0012, -81.0383",Congressional District: 6,NA,NA,NA,NA
2017-09-13,1,3,4,Washington,Rockford,14626 S Jackson Rd,http://www.gunviolencearchive.org/incident/932181,"47.5164, -117.193",Congressional District: 5,Assault weapon,AR-15,Handgun,NA
2017-09-13,0,4,4,Pennsylvania,York,400 block of S Duke St,http://www.gunviolencearchive.org/incident/932906,"39.9574, -76.7231",Congressional District: 4,NA,NA,NA,NA
2017-09-13,0,4,4,Pennsylvania,Philadelphia,3100 block of N 2nd St,http://www.gunviolencearchive.org/incident/932619,"39.9973, -75.1332",Congressional District: 1,NA,NA,NA,NA
2017-09-13,1,5,6,Tennessee,Memphis,1000 block of Morehead St,http://www.gunviolencearchive.org/incident/932526,"35.168, -90.0251",Congressional District: 9,NA,NA,NA,NA
2017-09-10,1,3,4,Louisiana,New Orleans,2101 N Claiborne Ave,http://www.gunviolencearchive.org/incident/930266,"29.9736, -90.0584",Congressional District: 2,NA,NA,NA,NA
2017-09-10,9,1,10,Texas,Plano,1712 West Spring Creek Parkway,http://www.gunviolencearchive.org/incident/930569,"33.056, -96.7261",Congressional District: 3,NA,NA,NA,NA
2017-09-09,0,4,4,Alabama,Selma,Kings Bend Road,http://www.gunviolencearchive.org/incident/931139,"32.3945, -87.0287",Congressional District: 7,NA,NA,NA,NA
2017-09-06,0,4,4,Illinois,Chicago,2700 block of Madison,http://www.gunviolencearchive.org/incident/928380,"41.8814, -87.6941",Congressional District: 7,NA,NA,NA,NA
2017-09-04,0,4,4,Illinois,Bellwood,1000 block of Bellwood Ave,http://www.gunviolencearchive.org/incident/927277,"41.8742, -87.8784",Congressional District: 7,NA,NA,NA,NA
2017-09-03,2,3,5,California,Inglewood,10100 block of S Firmona Ave,http://www.gunviolencearchive.org/incident/926766,"33.9444, -118.357",Congressional District: 43,NA,NA,NA,NA
2017-09-02,0,4,4,Kentucky,Louisville,8008 Watterson Trail,http://www.gunviolencearchive.org/incident/925809,"38.1806, -85.6219",Congressional District: 3,NA,NA,NA,NA
2017-09-02,1,3,4,Illinois,Chicago,8300 block of S Hermitage,http://www.gunviolencearchive.org/incident/925436,"41.7428, -87.6672",Congressional District: 1,NA,NA,NA,NA
2017-08-28,2,4,6,New Mexico,Clovis,701 N Main St,http://www.gunviolencearchive.org/incident/922184,"34.4047, -103.205",Congressional District: 3,NA,NA,Handgun,NA
2017-08-27,1,4,5,California,Sacramento,7760 24th St,http://www.gunviolencearchive.org/incident/921733,"38.4751, -121.482",NA,NA,NA,NA,NA
2017-08-27,1,3,4,Indiana,Evansville,1127 Chestnut St,http://www.gunviolencearchive.org/incident/921653,"37.9729, -87.5612",Congressional District: 8,NA,NA,NA,NA
2017-08-25,0,4,4,Florida,Gainesville,1600 NE 8th Ave,http://www.gunviolencearchive.org/incident/921289,NA,NA,NA,NA,NA,NA
2017-08-24,4,0,4,Missouri,Saint Louis,10400 block of Balmoral Dr,http://www.gunviolencearchive.org/incident/920513,"38.754, -90.201",Congressional District: 1,NA,NA,NA,NA
2017-08-22,0,4,4,Illinois,Chicago,300 block of N Central Ave,http://www.gunviolencearchive.org/incident/918204,"41.8859, -87.7655",Congressional District: 7,NA,NA,NA,NA
2017-08-21,0,4,4,New Jersey,Newark,Fabyan Place,http://www.gunviolencearchive.org/incident/917793,"40.7154, -74.2221",Congressional District: 10,NA,NA,NA,NA
2017-08-21,1,3,4,New Jersey,Newark,700 block of S 19th St,http://www.gunviolencearchive.org/incident/918061,"40.7324, -74.2122",Congressional District: 10,NA,NA,NA,NA
2017-08-21,1,3,4,Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,http://www.gunviolencearchive.org/incident/917713,"39.3273, -76.6575",Congressional District: 7,NA,NA,NA,NA
2017-08-21,4,0,4,North Carolina,Whitakers,980 Fishing Creek Rd,http://www.gunviolencearchive.org/incident/917820,"36.1688, -77.8286",Congressional District: 1,NA,NA,NA,NA
